stop_loss_pct,take_profit_pct,enable_trend_break_exit,market_open_delay_minutes,momentum_lookback_minutes,trade_count,total_pnl,return_pct,win_rate,avg_win,avg_loss,profit_factor,expectancy,max_drawdown_pct,sharpe,sortino,avg_bars_held,avg_mfe,avg_mae,exit_reasons
0.025,0.035,False,5,5,538,12.34507879315305,12.345078793152942,47.21189591078067,1.3846555739322821,-1.194920552766361,1.0363778053689012,0.02294624310994991,-34.84218719030858,0.6291010561088292,0.8992048848264234,160.42193308550185,0.017888555892905153,-0.015809259925749997,"{'eod': 236, 'take_profit': 123, 'stop': 179}"
0.025,0.06,False,30,5,432,11.643731027612152,11.643731027612159,42.824074074074076,1.6924551095545965,-1.2204877094736362,1.0386244048849564,0.026953081082435534,-24.348067400742952,0.6697905553849853,1.4614912654351462,199.01157407407408,0.020133234639073485,-0.01629627170402922,"{'stop': 143, 'eod': 251, 'take_profit': 38}"
0.025,0.035,False,30,5,494,10.359359065093052,10.35935906509302,46.35627530364373,1.450611860519213,-1.2144556867690817,1.0321888409978557,0.02097036247994545,-29.463823146548805,0.6505411722871981,1.2543334265162567,169.99797570850203,0.01708202928335335,-0.015313608113567795,"{'stop': 149, 'eod': 247, 'take_profit': 98}"
0.015,0.06,False,5,5,673,6.9947198365640375,6.994719836564123,34.323922734026745,1.6396345302285735,-0.8410879109643359,1.0188151057635961,0.010393342996380442,-37.699780786284485,0.4433166417244672,0.7791664142119306,136.37592867756314,0.018191088221796905,-0.012383918581847049,"{'stop': 369, 'eod': 256, 'take_profit': 48}"
0.015,0.035,False,5,10,808,6.182222961399102,6.182222961399342,37.995049504950494,1.2495863850859923,-0.7533748448303405,1.016379318309728,0.007651266041335522,-35.17837737222004,0.4038760441830134,0.6212995254802937,110.16460396039604,0.015625665336341882,-0.012328794201444216,"{'stop': 419, 'take_profit': 144, 'eod': 245}"
0.025,0.06,False,5,20,451,3.5389745105431167,3.5389745105431913,42.793791574279375,1.5999683119720227,-1.1831585647289038,1.0115935056180443,0.007846950134241944,-47.58041143600607,0.3070079660038674,0.43344758303406794,187.89356984478937,0.02202580710656954,-0.016968799533124884,"{'eod': 230, 'stop': 170, 'take_profit': 51}"
0.006,0.06,True,5,20,1947,3.0477281232255073,3.047728123225535,13.662044170518747,1.399404254665415,-0.21962748579284647,1.0082550901270835,0.0015653457232796648,-32.67993767372489,0.3331591736555951,0.5980358070039138,35.75243965074473,0.008630678858572625,-0.004408598861985016,"{'trend_break': 1069, 'stop': 631, 'eod': 199, 'take_profit': 48}"
0.01,0.035,False,5,5,1081,2.251002703718491,2.2510027037183855,30.804810360777058,1.251213426696095,-0.5540147973075951,1.0054319161112517,0.002082333675965302,-47.95579409902656,0.3144532834219083,0.5273923537443074,79.75023126734506,0.013217523347273321,-0.009346437811409761,"{'stop': 695, 'eod': 234, 'take_profit': 152}"
0.025,0.06,False,30,20,400,1.647147649513336,1.6471476495134363,45.0,1.3811718526111127,-1.1225626628203953,1.0066695918352604,0.00411786912378334,-30.50362548334327,0.3148080020087132,0.5583821496409863,209.0425,0.01960260414576135,-0.016065879823679696,"{'stop': 131, 'eod': 241, 'take_profit': 28}"
0.01,0.035,True,30,5,2096,1.4062696808097819,1.4062696808097908,16.698473282442748,1.099732747341714,-0.219645012536535,1.0036669334476307,0.000670930191226041,-20.25023216937197,0.27042248561546456,0.524141433066733,33.468034351145036,0.007939151319841877,-0.0044257414615235975,"{'trend_break': 1536, 'take_profit': 124, 'stop': 229, 'eod': 207}"
0.01,0.035,False,30,5,896,0.5377175188332259,0.5377175188333139,32.700892857142854,1.200558775231228,-0.5824643509517687,1.0015309729726305,0.0006001311594120826,-21.787417381707495,0.05265143741425317,0.10093238479768847,94.03013392857143,0.012917135958909986,-0.008949469054516991,"{'stop': 544, 'take_profit': 107, 'eod': 245}"
0.01,0.06,False,30,5,737,-0.16854959006065684,-0.16854959006040726,31.343283582089555,1.2349510249627722,-0.5641150916135594,0.9994095141902889,-0.00022869686575394414,-14.817067288567682,0.13690813571306654,0.25142452226823225,112.66350067842605,0.014724480925782268,-0.009109493643385995,"{'stop': 458, 'eod': 248, 'take_profit': 31}"
0.01,0.06,False,30,20,728,-0.1829476366774756,-0.1829476366776217,31.59340659340659,1.3200545939130446,-0.6100311330053769,0.9993977934692051,-0.0002513016987327962,-24.02586302971495,0.1842692733318499,0.301703632802795,112.11813186813187,0.014622983478783371,-0.009218380328155454,"{'stop': 454, 'eod': 245, 'take_profit': 29}"
0.01,0.06,False,5,10,820,-0.49225713955487294,-0.49225713955504125,28.17073170731707,1.299072539506495,-0.5103192084304843,0.998362298248671,-0.0006003135848230157,-47.70210900270024,0.28710180272144975,0.4983808418378791,101.68414634146342,0.015758154495456835,-0.009436352120756573,"{'stop': 537, 'eod': 234, 'take_profit': 49}"
0.025,0.035,False,30,10,511,-0.6622623215356569,-0.6622623215357226,45.40117416829745,1.353753782850861,-1.1280757704047863,0.9978957973041678,-0.001296012370911266,-27.185024362496655,0.21833111900594354,0.3719094374383555,169.12133072407045,0.01701390514631653,-0.015529324045658889,"{'stop': 150, 'eod': 259, 'take_profit': 102}"
0.025,0.06,True,5,20,1666,-3.5129379655821644,-3.5129379655821413,15.24609843937575,1.2684902650755918,-0.23067242584616324,0.9892145045204541,-0.002108606221838034,-41.07816756993486,0.15879776531656772,0.2884883985300638,40.580432172869145,0.009614487608314836,-0.004977925973092127,"{'trend_break': 1417, 'eod': 183, 'take_profit': 47, 'stop': 19}"
0.006,0.06,False,5,10,1248,-4.128965052838403,-4.128965052838607,19.791666666666664,1.6337923925255078,-0.4072684175890498,0.9898719369475197,-0.0033084655872102587,-35.46236505555761,0.14608638822262554,0.24806888292075052,65.52323717948718,0.011732424233960217,-0.006686508724881666,"{'stop': 971, 'eod': 230, 'take_profit': 47}"
0.015,0.035,False,30,5,589,-4.610698911854808,-4.610698911854727,38.37011884550085,1.240322414623008,-0.7849134011478087,0.9838177690986769,-0.007828011734897807,-24.013475105265,0.0648703546567245,0.11952506957216448,128.1018675721562,0.01508163521681159,-0.011602485873057735,"{'stop': 285, 'eod': 222, 'take_profit': 82}"
