entry_ts,exit_ts,symbol,qty,entry_price,exit_price,pnl,hold_sec,hold_min,exit_reason,trailed,entry_score,era,symbol_resolved
2026-04-27 14:37:21,2026-04-27 15:55:43,TQQQ,13.329867,62.52,62.610023,1.2,4701.7,78.36,eod_flat,0,-0.000371,leveraged,logged
,2026-04-27 15:58:31,SOXL,0.0,0.0,0.0,0.58,nan,nan,eod_flat,0,,leveraged,logged
2026-04-30 13:17:17,2026-04-30 13:56:50,TQQQ,13.321343,62.56,63.140272,7.73,2372.4,39.54,take_profit,0,0.000934,leveraged,logged
2026-04-30 14:10:19,2026-04-30 14:58:59,SOXS,62.136466,13.42,13.547783,7.94,2919.2,48.65,take_profit,0,0.003204,leveraged,logged
2026-04-30 15:00:29,2026-04-30 15:26:42,SQQQ,16.079699,51.83,51.520293,-4.98,1572.7,26.21,hard_stop_synthetic,0,0.001371,leveraged,logged
2026-04-30 15:25:19,2026-05-01 11:16:37,SOXS,62.090165,13.43,13.249939,-11.18,71478.4,1191.31,hard_stop_synthetic,0,-0.000252,leveraged,logged
2026-04-30 14:00:14,2026-05-01 11:16:52,TQQQ,13.171831,63.27,65.29022,26.61,76598.5,1276.64,take_profit,0,0.004438,leveraged,logged
2026-05-01 11:41:17,2026-05-01 11:51:02,SOXS,63.172859,13.2,13.338984,8.78,584.7,9.75,take_profit,0,0.000332,leveraged,logged
2026-05-01 13:40:13,2026-05-01 13:48:27,SOXS,63.606871,13.1,13.019977,-5.09,494.3,8.24,hard_stop_synthetic,0,0.000247,leveraged,logged
2026-05-01 11:39:12,2026-05-01 14:40:19,TQQQ,12.692308,65.66,65.27,-4.95,10867.0,181.12,hard_stop_synthetic,0,0.00265,leveraged,logged
2026-05-01 13:58:11,2026-05-01 14:46:44,SOXS,63.948581,13.04,13.15994,7.67,2912.1,48.54,take_profit,0,-0.000206,leveraged,logged
2026-05-01 13:55:12,2026-05-01 14:46:57,SQQQ,16.681682,49.955586,50.436952,8.03,3104.7,51.75,take_profit,0,0.0,leveraged,logged
2026-05-01 14:53:19,2026-05-01 15:01:53,SOXS,63.606871,13.11,13.029977,-5.09,514.2,8.57,hard_stop_synthetic,0,0.003747,leveraged,logged
2026-05-01 15:38:20,2026-05-01 15:48:41,SOXS,64.393355,12.95,12.970033,1.29,620.8,10.35,unattributed_market_exit,0,0.001965,leveraged,logged
2026-05-01 15:48:16,2026-05-01 15:48:42,SQQQ,16.641702,50.079014,50.059785,-0.32,25.9,0.43,unattributed_market_exit,0,0.000741,leveraged,logged
2026-05-01 15:16:16,2026-05-01 15:48:44,TQQQ,12.71361,65.548427,65.490222,-0.74,1947.3,32.46,unattributed_market_exit,0,0.002337,leveraged,logged
2026-05-06 12:59:19,2026-05-06 13:03:52,SOXS,81.134373,10.28,10.195326,-6.87,273.8,4.56,hard_stop_synthetic,0,0.0,leveraged,logged
2026-05-06 12:55:11,2026-05-06 13:11:00,SQQQ,17.89242,46.58,46.289933,-5.19,949.1,15.82,hard_stop_synthetic,0,0.001981,leveraged,logged
2026-06-23 13:32:14,2026-06-23 13:56:00,SQQQ,20.930671,39.82,40.170682,7.34,1425.3,23.75,take_profit,0,0.002809,leveraged,logged
2026-06-23 13:57:12,2026-06-23 14:42:57,SQQQ,20.743092,40.18,40.549762,7.67,2745.3,45.75,take_profit,0,0.001046,leveraged,logged
2026-06-26 10:21:21,2026-06-26 10:22:25,TQQQ,1.337615,74.0,74.11214,0.15,63.2,1.05,unattributed_market_exit,0,0.012351,leveraged,logged
2026-06-26 11:01:11,2026-06-26 11:04:16,SQQQ,20.599506,40.46,40.402232,-1.19,184.7,3.08,trend_break,0,0.000702,leveraged,logged
2026-06-26 11:03:20,2026-06-26 11:06:20,TQQQ,11.356822,73.368805,73.368805,0.0,180.3,3.0,hard_stop_synthetic,0,0.000377,leveraged,logged
2026-06-26 11:07:15,2026-06-26 11:23:15,SQQQ,2.438889,40.57,40.438793,-0.32,960.2,16.0,trend_break,0,0.001163,leveraged,logged
2026-06-26 11:22:20,2026-06-26 11:30:07,TQQQ,11.403449,73.034739,73.739789,8.04,467.4,7.79,take_profit,0,0.001038,leveraged,logged
2026-06-26 12:04:22,2026-06-26 12:08:23,TQQQ,11.284534,73.85,73.652384,-2.23,241.0,4.02,trend_break,0,0.000816,leveraged,logged
2026-06-26 13:41:11,2026-06-26 14:27:41,SQQQ,20.712155,40.232897,40.609487,7.8,2789.9,46.5,take_profit,0,0.013565,leveraged,logged
2026-06-26 15:18:17,2026-06-26 15:23:33,TQQQ,11.414384,73.01,73.01,0.0,315.1,5.25,hard_stop_synthetic,0,0.002692,leveraged,logged
2026-06-26 15:32:17,2026-06-26 15:51:56,SQQQ,20.442836,40.76,40.78935,0.6,1178.3,19.64,unattributed_market_exit,0,0.004509,leveraged,logged
2026-06-26 15:33:21,2026-06-26 15:51:57,TQQQ,11.439456,72.826993,72.579604,-2.83,1115.6,18.59,unattributed_market_exit,0,0.000602,leveraged,logged
2026-06-26 15:54:14,2026-06-26 15:55:29,SQQQ,20.462918,40.73,40.750036,0.41,74.8,1.25,eod_flat,0,0.006449,leveraged,logged
,2026-06-26 15:56:56,SQQQ,0.0,0.0,0.0,-0.1,nan,nan,eod_flat,0,,leveraged,logged
2026-06-29 14:52:16,2026-06-29 15:21:22,SQQQ,21.812827,38.21,38.199914,-0.22,1745.9,29.1,trend_break,0,0.0,leveraged,logged
